event_id,spatial_group,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,tier,label_source
TIER-A-FIRE-SYN-062,fire_complex_1,146.0421678852055,12.0,541.0146588784646,237.63779007771828,330.1261272012557,414.3380598021708,16.086115988684107,0.33034533124346555,2.804316106749089,25.121833558310897,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-063,fire_complex_2,270.2589055928268,34.0,413.9504081636193,137.62152715177552,587.5510263589554,398.816285005027,42.721339403885516,0.5060944219456843,14.62354488978146,44.07741582163841,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-064,fire_complex_3,374.58114556416484,12.0,176.02077838247405,169.14890849022675,223.90733899372276,376.2091773629939,11.066706586225234,0.48431150721309024,3.888672057681095,34.57079444192302,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-065,fire_complex_4,779.9550427395425,12.0,244.71224410601306,109.53298759319875,436.80177583940525,418.1449301967258,27.489594568984973,0.36279107308647746,6.282003513389016,20.103800975345862,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-066,fire_complex_5,1309.0366052016009,56.0,436.71686067264625,139.04672619404073,246.5445263356972,395.93304719539674,26.349965378022894,0.5473019086121184,6.164790953976814,38.50138864532592,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-067,fire_complex_6,1133.832860293947,34.0,166.482591357802,122.59741714799304,581.0158537823318,429.110847084354,37.48388174436067,0.31218886109343763,13.141009735046126,34.16586683172502,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-068,fire_complex_7,625.8875571309196,56.0,221.15945392722142,200.73093219347925,114.04983844440846,392.5455415908225,14.880816293854876,0.43099894087116586,2.676669845469517,55.6210912295958,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-069,fire_complex_8,910.7090576533706,56.0,259.7969364756872,287.6233088933043,435.70747122797513,410.89396392999186,36.94654396658634,0.5230969063801749,9.211496085250626,42.57834170090565,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-070,fire_complex_9,599.2203076293696,12.0,263.3870333793858,286.69351722611236,499.54481326823833,394.9267708128492,47.433640449305145,0.5423099277427548,4.321175084303922,24.07129890481615,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-071,fire_complex_10,271.64575181728145,45.0,319.51441036393203,352.2616057075668,161.5213371781007,426.41054207188006,8.337446552992965,0.6369256141192726,1.7228966902431797,20.729699257134442,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-072,fire_complex_11,1060.5941204313112,56.0,150.41750597562356,207.31379169463733,778.6293032927582,430.58549881257863,40.31702697986976,0.4031611308179759,3.3924262234609213,46.74572879697724,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-073,fire_complex_12,1397.5951842349994,45.0,340.76652942020974,232.51823492045185,687.0077910918374,384.35542921046215,46.65575079317784,0.5843809915346994,3.7930969827364764,49.44988734793952,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-074,fire_complex_13,818.2680336126192,12.0,374.7790190987347,172.36177703688185,506.8667549958286,380.8053900691942,26.207884277902334,0.5130357730206343,1.7255295155139767,33.46417112775683,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-075,fire_complex_14,244.90128156151266,45.0,347.0148909500398,144.55374794567547,579.2000835158833,376.15076778698597,11.830640484564857,0.30108435976573183,2.6337448979835383,38.92664804207569,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-076,fire_complex_0,928.847727530966,45.0,256.9907199443479,377.4493261593043,681.4335854514104,437.5518837466559,11.220483386392878,0.5923469900814577,14.13676639549453,27.249322646626407,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-077,fire_complex_1,146.41958768182735,56.0,424.7184478380747,95.39028606850806,647.0601372259904,427.9558621024244,37.52108084014317,0.6198148523678062,12.551857473699162,27.456199471525764,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-078,fire_complex_2,391.75303179424964,34.0,335.37944114610366,194.8257549195208,714.0403785691758,397.4711575195845,40.29717645780624,0.4756539634280873,6.277222011948706,38.50719142678426,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-079,fire_complex_3,486.997917538006,45.0,297.4351039247526,264.7956066899602,348.7537162728771,397.4037477141051,28.33801414690331,0.32664764495632675,4.206355472947148,41.71397242453636,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FIRE-SYN-080,fire_complex_4,675.7158075478418,45.0,382.46862388213805,187.16979669026756,197.4904508643711,425.5817632489207,32.04305574899757,0.5133844367905286,13.514496162713407,51.54388844898123,0.05,0.05,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,rule_industrial_extreme_fire
TIER-A-FLARE-SYN-001,flare_complex_0,315.43103953231457,12.0,74.48863228704212,62.82145664779131,25.018958988392875,351.1363377950839,54.84384493341685,0.497592594852345,47.73176459300583,30.660381690927977,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-002,flare_complex_1,988.8423650980408,45.0,84.25166042141628,27.011876428259033,42.81011033922571,368.9188609733866,20.995045640926428,0.3917005580930566,46.11262841965331,64.6020095100341,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-003,flare_complex_2,1172.0083575492704,45.0,64.58558431260818,59.38984911031237,56.932055534412854,369.80396483427234,69.54448767384167,0.4370097028714173,21.36754915149935,48.29782743312656,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-004,flare_complex_3,553.8768288325207,45.0,35.73459821812561,52.24264076092385,50.41220752191262,363.34362706303943,13.086611029250431,0.6488495635776605,56.60591412418062,56.082325097406496,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-005,flare_complex_4,1269.1389417845614,12.0,74.5067044019379,28.389647360284375,55.340185211676925,363.20145139148565,37.44784027814316,0.594577694249889,56.718350738450745,75.9062682098727,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-006,flare_complex_5,838.9688999572312,34.0,41.51342242165568,29.103628070200937,28.04246156458845,370.1247236700748,31.928784759296335,0.4245777056182565,21.36978104385563,58.43419165868423,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-007,flare_complex_6,713.7849721747104,12.0,48.46380691521307,64.15693967289063,15.3242416103222,355.0049751507343,35.8901216154566,0.5149582411751691,55.992780820638025,44.04902969012787,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-008,flare_complex_7,657.1681033183985,34.0,89.29183074575108,52.2887523275112,17.299266917040683,372.38248388637385,26.893586565429114,0.5310527816366188,18.27566587139869,26.863353813562725,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-009,flare_complex_8,595.0780494823255,12.0,65.64118451946304,54.77453583557417,15.916611961183355,364.9061211605013,22.682158012185084,0.684428126987782,17.433136387655647,47.8043268049863,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-010,flare_complex_9,199.36191913762676,12.0,37.91240099931993,36.47777514715624,36.69558483880276,356.91954346372796,37.60733432020496,0.6199128088297077,27.46934995246665,50.752750564275864,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-011,flare_complex_10,1143.7079773393416,12.0,58.04468615769995,51.0662623294439,19.599604759984665,368.2658285008503,39.197330084881656,0.509756107731032,32.03813734691141,47.04196834814293,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-012,flare_complex_11,1029.3705797893813,45.0,32.20870355319209,38.389954622076516,20.285235466272248,367.5973866224235,28.338111283217966,0.6589721639275536,36.32892333296469,69.04123743173665,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-013,flare_complex_12,1763.130012327932,34.0,85.68956320080665,42.43914724506646,53.62058166815378,352.6166569212991,23.766785981607168,0.5022031516424135,39.75244898502103,43.659918524290504,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-014,flare_complex_13,1046.5261560861254,45.0,70.69222754963123,33.10005295756996,21.96089749315416,352.29516572998364,55.33601591133955,0.6422785872425143,51.51099322834958,46.84509412901502,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-015,flare_complex_14,1219.1489889986308,12.0,53.44746157914654,37.81945336087398,21.084751046524453,363.9972232473288,56.15427679176014,0.6392512381867533,16.138844483135426,73.20442417314116,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-016,flare_complex_0,1175.1197363249432,34.0,87.48701977538823,64.95939589561425,38.927214618851316,352.7827030029388,34.78154449003601,0.536117977005923,23.403182041143815,59.32818993170237,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-017,flare_complex_1,766.4703913346707,34.0,50.39305262661618,67.3587410986097,30.365736755667108,374.2364179559661,58.78552648728185,0.3456951703681587,38.288830998328024,79.1952021732954,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-018,flare_complex_2,874.3645422141752,12.0,58.934485700524235,48.185171073505686,66.91808609600659,365.96537559482715,36.153002615818835,0.3872092429976346,42.25270838846647,48.1937164004305,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-019,flare_complex_3,281.4833694693282,12.0,37.017550009381246,34.97690295856529,16.28734735832267,372.42896419681495,19.065064973408468,0.5306065902057013,23.7027610343603,55.47979013836864,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-020,flare_complex_4,1189.9856796157624,34.0,75.41418071426071,25.86183015707709,24.80129770623143,352.9105140790385,27.989903602252934,0.5928738313836249,22.536533028079887,59.82039348465962,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-021,flare_complex_5,914.979237741975,34.0,89.00883621474719,43.03237886906402,41.81969697746482,360.5675311584851,14.817958006503304,0.36651334750243175,46.90168082131852,29.553926735881955,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-022,flare_complex_6,1105.5161915661793,34.0,29.77747937478641,66.03934448866661,45.603537745007046,372.46541031875745,55.291971667314336,0.544161866803183,57.465339852888285,46.815715517862984,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-023,flare_complex_7,1719.6521389443578,34.0,76.28004680471753,31.82172082249162,17.182819454289927,352.8679213289947,47.70467584201529,0.3205703253937001,34.81831236006182,57.82635669042891,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-024,flare_complex_8,634.9268089296814,34.0,58.19661160902587,38.94110526243283,39.60781127939532,357.38380651820256,54.29553298133718,0.5393144233072618,32.98407563805655,29.176337570329217,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-025,flare_complex_9,186.0893521381749,45.0,44.05015960609739,52.46268667779979,40.26817278580188,347.74746219979903,67.03881452773456,0.3547274523675845,57.51186769104012,49.53031751268757,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-026,flare_complex_10,373.9826254675844,34.0,92.07195551027513,61.71158276701248,59.72645697339833,367.7710753661655,55.44619975638832,0.5548926319157947,59.02884000899941,74.68500969498137,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-027,flare_complex_11,1181.663608455036,45.0,94.13676055976529,71.92326368276373,17.759876795795414,366.16725517547064,67.51489904493995,0.3722301380509334,38.39726152763147,75.3518563673423,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-028,flare_complex_12,109.40546252514798,12.0,76.17165700207971,30.592946528209673,23.069741487309905,357.6528797919154,59.72051027754584,0.5980258192480881,12.744130732323747,50.032902676988584,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-029,flare_complex_13,964.2605081245456,45.0,27.59053443008448,52.79484331651292,31.100618610139215,348.61700657331835,16.61719209775255,0.5785155103512558,26.993748188403305,64.86217243408188,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-030,flare_complex_14,164.37359639814915,45.0,81.27838855806283,49.612081970943315,61.3158622556379,367.13567300719575,43.21008659272391,0.4707268226619457,53.83326889312247,47.96283462153407,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-031,flare_complex_0,858.3999885072783,34.0,26.4888587595271,68.10859199763097,52.02559938190484,373.1720309553869,59.92699414641992,0.6991736442133349,27.535590772585508,67.19535589121199,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-032,flare_complex_1,753.3790988161737,12.0,58.584692879955334,51.94164639750302,34.01808797483029,356.94862151926907,17.501960106685807,0.4345481855313688,36.12595958172615,65.27494939515549,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-033,flare_complex_2,55.85613357521364,12.0,49.82355103485436,35.7981445409745,35.741568431919305,352.0082325314973,14.525591378181712,0.3071495738933655,59.386119486801576,48.52752235547243,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-034,flare_complex_3,722.5716325294429,45.0,91.49728287651577,63.24897579285536,21.258770161858166,357.52742327354787,64.74709845372988,0.6778928089165641,33.37007556249348,58.73762640658892,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-035,flare_complex_4,342.3094056611316,45.0,53.110616549784126,66.08041544057849,31.13984370635133,369.9192755325187,19.22032572209976,0.3187781428591252,29.20453057456248,27.02025655846375,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-036,flare_complex_5,1725.22296022082,34.0,81.05387809909126,54.63778576478842,30.142681612558746,360.54781100029174,47.83644434582046,0.5100126003441072,23.011668397576365,53.33863583730992,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-037,flare_complex_6,909.5760965200965,12.0,35.772713443789854,64.87082187448398,30.710840028566246,351.7145284446787,44.218465373604815,0.5371759739366813,39.004310391890556,30.031776056876517,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-038,flare_complex_7,1585.5565096031658,45.0,44.10715623994204,46.21722555817026,18.106366447326575,370.56580600041025,14.125342105112704,0.43162054614794837,56.5794744159495,65.4366959987899,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-039,flare_complex_8,542.4341810106719,45.0,25.355749787261818,58.26428610673626,18.414850717122118,360.9780755820229,69.72731835552298,0.3437875440217815,54.72399654840337,79.53114343297764,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-040,flare_complex_9,157.65479591866134,12.0,58.64106041286536,52.582428156273465,72.72766761476043,355.4342762370658,52.68096915354381,0.5262927855983164,23.351413508471065,73.32464924953369,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-041,flare_complex_10,1445.4955378121242,12.0,36.01384617917682,28.822005793153963,38.380621512166655,352.1607009390305,67.80542103058431,0.3423336375314336,44.949536901979386,35.40718468817532,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-042,flare_complex_11,1592.8649823481128,12.0,86.02904694216625,21.608600566900755,72.80717253953338,348.86609602420333,32.10713125554851,0.5974033025166431,18.03799480241541,69.98818632654843,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-043,flare_complex_12,1506.2348114260483,12.0,43.108183148853556,30.622307552301116,20.886875712758926,354.7930072950988,45.59065873852977,0.34633754271210304,28.83476809933994,25.49898225589987,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-044,flare_complex_13,1482.6889858747231,34.0,44.834006378590715,21.013524530601963,45.25685487247586,370.20364508223656,35.5290726867118,0.37179892936953335,47.68494170252596,68.38438400289093,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-045,flare_complex_14,354.0685817882419,34.0,91.31085217794366,29.15076728127498,68.96890047724949,366.25716013807886,40.41443330610531,0.3231681842235193,13.734720887892701,71.88280625592563,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-046,flare_complex_0,1782.7596523136324,45.0,92.8214498699984,61.230850745860856,24.106036809144236,367.7478958778707,13.47521498752809,0.30884942061159887,26.18051095747706,51.87537547225662,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-047,flare_complex_1,1398.212981163638,34.0,25.072063589194336,28.74160558022161,47.797759173800905,373.3291090487349,18.131617181623138,0.6416839097846263,36.3512048105931,70.42564211899432,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-048,flare_complex_2,572.1552542324871,34.0,79.09759460117631,32.652952566728864,24.193458848656462,371.0416296759688,69.79419920640791,0.3125209254990065,46.56350334868428,75.02384810213002,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-049,flare_complex_3,1550.3801611618726,34.0,78.20658549066681,44.326431930950065,36.83663933465913,354.6222822131438,55.465360356847015,0.5983348048123858,20.017957177435633,72.7467547419792,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-050,flare_complex_4,1301.1170703539333,34.0,85.50507748877459,46.02654486803564,82.77353995403053,350.56576547109364,64.11739007733664,0.6106387411166967,48.5460922322026,71.46307754642882,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-051,flare_complex_5,1381.791984150248,45.0,80.77584795048193,36.17923853389128,78.82852244719378,374.02533790841335,23.12753248059926,0.4848389163062642,10.061591758321294,57.907999581733485,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-052,flare_complex_6,1112.7862844596746,12.0,39.03673086902357,47.037700070779024,19.494625595259386,362.45914205743196,28.13960426610586,0.6190236402548752,25.51809794617869,50.037108199499066,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-053,flare_complex_7,70.33594483917611,34.0,72.63196384515277,41.75497961339828,83.22898963094829,366.65662883780806,51.419031453869586,0.6028237070444893,57.63243190193585,74.93002591415521,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-054,flare_complex_8,1317.4992892212208,45.0,32.34511248927224,33.31247587243901,84.06638152870025,349.27486628704537,41.933289207081366,0.5472622937272476,45.1232485272052,55.780677591780275,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-055,flare_complex_9,67.0989829835714,12.0,61.2398150369298,24.832657452965833,39.543885184642654,345.996093263741,16.714709829301245,0.4587693104806384,16.635787702153017,56.2147466543857,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-056,flare_complex_10,1256.5636959902151,34.0,82.50085096069066,22.26509224035994,61.926982084808856,373.54649923065983,19.45319800368356,0.6584885210740152,39.7388318688468,58.913252002436074,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-057,flare_complex_11,1122.6523060148104,12.0,74.63423636156415,67.9033018060347,64.98608524926995,369.0518424920938,32.367011552568364,0.6259300454986049,14.005742319233757,74.21491608332903,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-058,flare_complex_12,1008.2866582690384,34.0,79.86827873932035,46.44971072969417,17.852787426473093,349.9199844296849,38.3164329893723,0.5899306239496234,39.66393241550894,60.76618022303997,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-059,flare_complex_13,888.7381250085027,45.0,40.344979115063104,73.67258907005223,38.58270542397748,350.463537470661,59.38191042854875,0.5634831102003504,34.90978582265695,55.54499530156971,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-060,flare_complex_14,1308.6031119764616,34.0,48.262023774857624,49.83632496456521,49.52937927486597,347.4457946865728,36.19568166742991,0.3882244499689293,30.919989433382636,36.196805418823345,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-061,flare_complex_0,1520.7917109846337,12.0,85.77907537858664,59.99429883714694,66.98945648399868,357.76480003344227,32.75609955281777,0.44841550519384105,59.38247818680289,27.206005527686536,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-062,flare_complex_1,1567.305118214285,12.0,55.703079343271334,59.88917132283251,49.0668258997292,371.20269714244984,66.04211184067552,0.46868837074938213,23.841389861752578,57.579268072634925,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-063,flare_complex_2,1646.6358548292092,45.0,68.60766084944379,54.73581210508863,66.31791156906968,348.9470305538178,54.949497880925314,0.6636130082662564,18.984155443512098,38.06488287081327,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-064,flare_complex_3,1749.9414145728692,45.0,53.91218222533879,23.80230324026407,45.60157721717786,347.92180177660657,36.301247944819295,0.5371673599327127,38.97074496717504,61.44417034545762,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-065,flare_complex_4,216.707638920596,12.0,52.375707565623244,73.31767772844081,33.06934028907892,364.70209993623877,31.511403853481692,0.6093892502746403,16.54368303591749,78.34015747931997,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-066,flare_complex_5,844.1316974213687,45.0,86.85967687625268,44.31134055805717,38.162255409242036,358.46332721494207,52.16342408756168,0.35830262729790063,32.47169176068688,57.33364041107128,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-067,flare_complex_6,1710.0208709900091,12.0,36.69293355306649,29.21905689585747,17.566999885348007,367.0920604519692,51.828271657308306,0.4898523502999255,52.20852244845986,69.31185841225292,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-068,flare_complex_7,1074.3701376943163,45.0,64.0698174715704,49.69482117262169,17.393143615741074,374.60078941071487,19.378248511777603,0.3924523649710586,12.584841862076349,60.20016317603025,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-069,flare_complex_8,443.22705970219,12.0,90.37125122695335,37.388585773721275,50.50643660818747,346.24718577151174,20.900592057725333,0.6946520491835387,58.25593482180228,25.27169895139253,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-070,flare_complex_9,1715.6706244906682,34.0,93.11684236492425,51.90617263325075,32.79572059282452,360.6519013990864,32.559209287254916,0.5128979955305196,16.287075590332442,32.29930596006025,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
TIER-A-FLARE-SYN-071,flare_complex_10,301.1991335689375,34.0,39.129741648606384,57.03878383287045,82.89384322750892,347.81702147368253,52.356127093507574,0.4775000877218284,53.40711271887527,34.74323841960623,0.05,0.05,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,rule_industrial_flare_elevated
